street,street_num,letter,X,Y
VIA FAZI,10,,1436874.469999999972060,5451292.660000000149012
VIA M. NUTI,3,,1437369.010000000009313,5448944.849999999627471
STRADA DELLA VALLUGOLA,2,"3",1422983.619999999878928,5458160.030000000260770
VIA A. CORELLI,40,,1435897.979999999981374,5450050.879999999888241
VIA E. CURIEL,21,,1437186.179999999934807,5451116.889999999664724
VIA Q. SELLA,44,,1437306.310000000055879,5449837.049999999813735
VIA SAN DECENZIO,5,C,1437616.649999999906868,5450861.019999999552965
VIA FOSSOMBRONE,10,,1435491.340000000316650,5451301.019999999552965
VIA LAGO DORTA,8,,1429218.270000000018626,5444304.230000000447035
VIA SAN MARTINO,29,,1434891.179999999934807,5449130.160000000149012
BORGATA CASTELDIMEZZO,16,,1425559.540000000037253,5458862.599999999627471
VIA PODGORA,19,,1433827.159999999916181,5451534.179999999701977
VIALE NAPOLI,43,,1436748.429999999701977,5452902.139999999664724
VIA G. VILDI,3,,1438456.070000000065193,5450360.019999999552965
VIA G. GIOLITTI,74,,1436731.459999999962747,5449459.759999999776483
VIA MILANO,108,,1435226.909999999916181,5451083.459999999962747
VIA SABOTINO,37,,1434172.080000000074506,5451547.860000000335276
VIA I. NIEVO,2,,1436938.519999999785796,5449724.040000000037253
VIA V. LOCCHI,56,,1438250.969999999972060,5450571.400000000372529
VIALE G. AMENDOLA,26,,1438814.310000000055879,5451239.959999999962747
VIA L. AGOSTINI,47,,1436154.409999999916181,5452165.910000000149012
STRADA IN SALA,119,A,1430216.260000000009313,5448058.589999999850988
STRADA VALLE TRESOLE,17,,1436069.850000000093132,5445107.679999999701977
VIA DELLABBONDANZA,29,,1437538.610000000102445,5451832.599999999627471
VIA BISENZIO,5,"1",1432846.439999999944121,5451718.870000000111759
VIA A. COSTA,207,,1436138.969999999972060,5449336.849999999627471
VIA V. MICHETTI,11,,1434708.969999999972060,5449060.120000000111759
VIA E. DONZELLI,43,,1436032.389999999897555,5452170.719999999739230
VIA A. SCIALOIA,23,,1436352.399999999906868,5448982.990000000223517
STRADA ADRIATICA,48,"1",1435516.000000000232831,5451645.700000000186265
VIA F. TERZI,6,,1438510.330000000074506,5448499.530000000260770
VIA FLAMINIA,202,,1438345.080000000074506,5449583.309999999590218
PIAZZALE DEGLI INNOCENTI,14,,1437496.000000000000000,5451944.940000000409782
VIA SOLFERINO,41,,1435779.949999999953434,5449728.690000000409782
VIA B. BALDI,40,,1436033.909999999916181,5452899.660000000149012
VIA GARGATTOLI,28,,1436870.360000000102445,5451448.519999999552965
VIA DEGLI ABETI,25,,1431732.559999999823049,5450510.480000000447035
STRADA DEI GUAZZI,3,D,1437104.669999999925494,5440398.089999999850988
STRADA DELLA PIEVE,3,"2",1434803.350000000093132,5443593.700000000186265
VIA G. RIGONI,3,,1435835.000000000000000,5452001.049999999813735
VIA FLAMINIA,199,"1",1438442.169999999925494,5449397.750000000000000
VIA G. GRAVINA,10,,1438227.790000000037253,5449169.050000000745058
VIA CAVOUR,1,,1436942.379999999888241,5451886.179999999701977
VIA PERUGIA,18,,1434516.429999999701977,5451340.150000000372529
VIA A. COSTA,132,,1436173.370000000111759,5449736.639999999664724
VIA L. NEGRELLI,50,,1438657.639999999897555,5449369.080000001005828
VIA LAMBRO,25,B,1431989.300000000046566,5451978.129999999888241
VIA VINCENZO ROSSI,70,,1436970.810000000055879,5450469.179999999701977
VIALE DELLA VITTORIA,127,,1437840.790000000037253,5451754.379999999888241
VIA F. BELLUZZI,14,,1436194.600000000093132,5452858.900000000372529
VIA VARESE,36,,1437046.919999999925494,5451686.740000000223517
VIA B. BALDI,111,"2",1435732.179999999934807,5453134.530000000260770
VIA GIORDANI,14,,1437225.330000000074506,5451537.230000000447035
VIA L. BALDELLI,15,,1438613.169999999925494,5449181.750000000000000
STRADA LAGO DI NEMI,4,,1429143.419999999925494,5444613.750000000000000
VIA VERUCCHIO,10,,1434675.580000000074506,5451332.379999999888241
PIAZZA OLIVIERI,2,,1437171.100000000093132,5451366.370000000111759
VIA C. MENOTTI,37,,1437200.550000000046566,5450369.660000000149012
VIA M. BONI,34,,1436035.449999999953434,5447293.219999999739230
VIA DEI MANDORLI,6,,1428443.379999999888241,5449448.570000000298023
VIA MASTRO GIORGIO,14,,1436887.310000000055879,5451865.290000000037253
STRADA L. CASSIANI,4,,1432189.790000000037253,5451196.249999999068677
VIA DEL RISORGIMENTO,12,,1439622.899999999674037,5443634.009999999776483
VIA DEL CINEMA,25,,1436605.830000000074506,5448301.400000000372529
VIA G. GROSSI,15,,1434897.469999999972060,5449340.959999999962747
VIA DEL TEATRO,12,,1437012.070000000065193,5451219.179999999701977
STRADA DEI TREPONTI,122,,1426932.939999999944121,5454107.169999999925494
STRADA TIMAVO,1,"2",1432650.020000000018626,5451314.830000000074506
VIA L. B. ALBERTI,8,,1438422.340000000083819,5448614.419999999925494
VIA G. MONTANELLI,39,"9",1431100.199999999720603,5446429.500000000000000
VIA LAGO MAGGIORE,64,,1429494.949999999953434,5445004.610000000335276
VIA D. MANIN,21,,1436940.750000000000000,5452264.669999999925494
VIA Q. SELLA,34,,1437293.409999999916181,5449861.809999999590218
VIA DEI CORDARI,5,,1436797.610000000335276,5452164.309999999590218
VIA F. TERZI,10,,1438523.560000000055879,5448486.209999999962747
VIA FLAMINIA,258,,1438419.080000000074506,5449391.919999999925494
VIA A. MANTEGNA,2,"1",1435986.439999999944121,5446995.179999999701977
VIA G. GIOLITTI,159,,1436250.749999999767169,5449542.070000000298023
VIA DEL FRUMENTO,43,,1441807.780000000027940,5446185.490000000223517
VIA DEI SUSINI,26,,1428038.909999999916181,5449240.349999999627471
VIA P.F. CALVI,23,,1437241.780000000027940,5450323.110000000335276
VIA SABOTINO,50,,1434068.770000000018626,5451567.480000000447035
VIALE MARSALA,5,,1437599.040000000037253,5451850.040000000037253
VIALE DELLA REPUBBLICA,64,,1438018.370000000111759,5452064.480000000447035
VIALE A. MANZONI,39,,1437669.370000000111759,5451070.839999999850988
VIA DELLA CONCORDIA,91,,1432437.949999999953434,5447371.179999999701977
VIA J. F. KENNEDY,12,,1438461.939999999944121,5449558.690000000409782
VIA G. SCHIAPARELLI,7,,1438771.830000000074506,5449654.589999998919666
VIA R. SCACCIANI,4,,1437478.580000000074506,5449896.650000000372529
VIA G. BRANCA,24,,1437343.120000000111759,5451417.360000000335276
STRADA PER NOVILARA,14,,1440191.040000000037253,5445052.259999999776483
VIA E. MORINI,52,,1436313.780000000027940,5449386.849999999627471
VIA FLAMINIA,101,,1438182.169999999925494,5450111.570000000298023
VIA G. PASSERI,100,,1436750.270000000251457,5451434.429999999701977
VIA LUBIANA,74,,1436519.459999999962747,5448769.360000000335276
VIALE NAPOLI,24,,1436768.770000000018626,5452871.099999999627471
VIA N. BIXIO,9,,1437087.889999999897555,5450937.209999999962747
VIA DELLA VETRERIA,34,,1437370.810000000055879,5452023.580000000074506
VIA DEI CANONICI,12,,1432860.370000000111759,5447468.919999999925494
VIALE TRENTO,238,,1437319.320000000065193,5452732.450000000186265
VIA MENTANA,25,,1436747.840000000083819,5451733.690000000409782
VIA SANDRO PERTINI,141,,1432651.229999999981374,5451118.550000000745058
STRADA DI SANTA MARINA,15,,1432093.050000000046566,5455020.040000000037253
VIA SAN MARTINO,72,,1434742.570000000065193,5449024.440000000409782
VIA N. BIXIO,17,,1437080.679999999934807,5450904.700000000186265
VIA BALDASSINI,18,,1437682.209999999962747,5451487.830000000074506
VIA MADONNA DI LORETO,98,,1437505.069999999832362,5449198.949999999254942
VIA DELLA BATTAGLIA,9,,1437399.820000000065193,5451903.990000000223517
STRADA FORNACE MANCINI,148,,1430920.049999999813735,5452999.379999999888241
VIA L. CHERUBINI,9,,1435711.449999999953434,5449813.490000000223517
STRADA GHETTO TREBBIANTICO,39,,1441147.090000000083819,5446357.920000000856817
VIA LAGO MAGGIORE,257,"2",1428009.570000000065193,5444123.900000000372529
VIA O. FONTANA,12,,1437248.129999999888241,5448861.719999999739230
VIA HERMADA,7,,1435748.500000000000000,5451803.080000000074506
VIA A. SAFFI,90,,1437472.110000000102445,5450190.049999999813735
VIA F.LLI DEL PRETE,25,,1424976.689999999944121,5445818.849999999627471
STRADA IN SALA,116,,1431945.360000000102445,5447582.830000000074506
VIA P. FASTIGGI,52,,1433004.469999999972060,5447470.150000001303852
VIA CARDINAL MASSAIA,10,,1437003.620000000111759,5450751.950000000186265
VIA P. TERENZI,5,,1437385.780000000027940,5449498.200000000186265
STRADA ROMAGNA,159,,1430438.060000000055879,5454492.870000000111759
STRADA DI MONTEFELTRO,29,,1432265.100000000325963,5451221.849999999627471
STRADA DELLA PUGLIA,12,I,1434971.689999999944121,5445216.490000000223517
VIA O. RESPIGHI,22,,1435349.489999999990687,5450438.990000000223517
VIA SANGRO,21,,1431781.790000000037253,5452967.139999999664724
STRADA DI SAN DONATO,21,B,1425964.860000000102445,5441025.139999999664724
VIA C. BELGIOIOSO,2,,1437484.000000000232831,5450153.519999999552965
VIA CANALE,28,,1436481.790000000037253,5452225.299999999813735
VIA L. NEGRELLI,61,,1438614.510000000009313,5449568.969999999739230
VIALE TRIESTE,138,,1438223.350000000093132,5451936.190000001341105
VIALE G. VERDI,102,,1438212.350000000093132,5451626.549999999813735
VIA P.F. CALVI,1,,1437224.780000000027940,5450229.889999999664724
STRADA PONTE VALLE,157,,1435590.159999999916181,5445681.379999999888241
VIA BUCCARI,56,,1435330.360000000102445,5451345.379999999888241
VIALE G. MARCONI,24,,1437547.290000000037253,5452288.839999999850988
VIA SARNANO,9,,1434921.389999999897555,5450605.709999999962747
VIALE DEI PARTIGIANI,68,,1437168.800000000046566,5452270.550000000745058
LUNGOMARE N. SAURO,4,,1438289.179999999934807,5451960.400000000372529
VIA PADRE M. KOLBE,5,,1438066.699999999953434,5450763.059999999590218
STRADA FORNACE MANCINI,41,,1431681.889999999897555,5452516.599999999627471
VIA CORPUS DOMINI,12,,1437480.919999999925494,5451239.610000000335276
VIA M. FERRARO,22,,1431324.580000000074506,5446822.790000000037253
VIA E. MANCINI,55,,1437067.290000000037253,5450286.169999999925494
VIA MAMMOLABELLA,65,,1436693.209999999962747,5451618.490000000223517
VIA F. PARRI,8,,1432852.510000000009313,5447283.769999999552965
VIA LUBIANA,128,,1436822.560000000055879,5448718.480000000447035
VIA MONTE ROSA,29,"4",1425728.110000000102445,5446656.290000000037253
VIA V. BELLINI,13,,1435451.899999999906868,5449537.219999999739230
VIA E. MORINI,2,,1436641.040000000037253,5449314.320000000298023
VIA I. B. BONINI,70,,1436036.489999999990687,5448120.089999999850988
VIA C. MONTANARI,7,,1437134.030000000027940,5449938.000000000000000
VIA C. FARINI,11,,1432755.629999999888241,5447553.169999999925494
VIA F. M. SANTINELLI,12,,1436221.889999999897555,5452629.660000001080334
VIA C. MENOTTI,85,,1437184.820000000065193,5450164.379999999888241
VIA G. FILANGIERI,59,,1438639.060000000288710,5450027.049999999813735
STRADA FIORENZUOLA FOCARA,17,"5",1427398.860000000102445,5456717.429999999701977
VIA DELLE GARDENIE,13,,1423983.070000000065193,5457736.839999999850988
VIA MILITE IGNOTO,104,,1438594.879999999888241,5450289.940000000409782
VIA MONTE BIANCO,6,,1425644.129999999888241,5446558.049999999813735
VIALE TRIESTE,70,,1438804.939999999944121,5451354.330000000074506
VIA G. FERRARIS,60,,1438211.780000000027940,5449401.290000000037253
STRADA DEI GUAZZI,3,"1",1437167.280000000027940,5440467.440000000409782
VIA W. ANDERS,3,,1440754.820000000065193,5445836.320000000298023
VIA A. CECCOLINI,24,,1436062.989999999990687,5451974.219999999739230
VIALE DELLA VITTORIA,109,,1437939.729999999981374,5451651.349999999627471
VIA G. ZANCHI,7,,1436159.619999999878928,5448074.559999999590218
VIA F. MOROSINI,13,,1436706.860000000102445,5452223.900000000372529
VIA BRIGATA MAIELLA,67,,1435656.479999999981374,5441034.919999999925494
VIA F. TUMIATI,36,,1438221.159999999916181,5449615.790000000037253
VIA P. FASTIGGI,289,,1432268.760000000009313,5447177.750000000000000
VIA M. IMBRIANI,19,,1436437.310000000055879,5450025.139999999664724
VIA J. F. KENNEDY,90,"1",1438848.370000000111759,5450190.000000000000000
STRADA MONTEROMANESCO,2,A,1425934.419999999925494,5439498.259999999776483
VIA DELLARSENALE,39,,1437754.830000000074506,5451649.809999999590218
VIA C. FARINI,65,,1432316.800000000046566,5447414.629999999888241
VIA AGRICOLTORI,14,,1434956.280000000027940,5449104.019999999552965
VIA BORGO S. MARIA,2,,1425220.500000000000000,5446129.099999999627471
VIA ASIAGO,21,,1433976.649999999906868,5451545.110000000335276
VIA G. FEDELI,10,,1435858.959999999962747,5452529.410000000149012
VIA E. FERMI,3,,1438475.109999999869615,5449471.860000000335276
VIA F. CILEA,9,,1435639.689999999944121,5450059.169999999925494
STRADA G. STEFANI,3,,1436018.600000000093132,5448136.330000000074506
VIA DEL GOVERNATORE,17,,1436643.979999999981374,5451400.370000000111759
VIA G. PASSERI,33,,1437021.300000000046566,5451240.179999999701977
VIA B. MONALDI,41,,1438737.270000000018626,5449063.839999998919666
VIALE G. PICCIOLA,46,,1438030.270000000251457,5451134.370000000111759
VIA P. FASTIGGI,148,,1432624.229999999981374,5447371.129999998956919
VIA F. TURATI,51,,1436388.230000000214204,5449803.860000000335276
VIA D. MANIN,15,"1",1436931.290000000037253,5452255.349999999627471
VIA L. NEGRELLI,37,,1438572.389999999897555,5449689.000000000000000
VIA LAGO MAGGIORE,148,,1428917.790000000037253,5444702.959999999962747
VIALE G. VERDI,30,,1437917.050000000046566,5451322.780000000260770
STRADA ANGELO CUSTODE,47,,1438097.689999999944121,5446728.269999999552965
VIA A. FAGGI,81,,1436607.939999999944121,5450494.259999999776483
STRADA FALCINETO,12,,1430437.090000000083819,5446432.790000000037253
VIA DEI GIRASOLI,15,,1441593.469999999972060,5446229.219999999739230
STRADA FERRATA,25,,1423740.639999999897555,5457286.490000000223517
VIA DEGLI EROI,4,"1",1435974.449999999953434,5452121.459999999962747
VIA M. MONDINI,29,,1433239.950000000186265,5451513.459999999962747
VIALE M. PAGANO,28,,1438690.650000000139698,5451287.150000000372529
VIALE A. CECCHI,7,,1436834.969999999972060,5452171.379999999888241
VIA G. BRANCA,14,,1437365.879999999655411,5451442.790000000037253
STRADA DELLA GROTTACCIA,3,,1435069.910000000149012,5442218.519999999552965
VIA VINCENZO ROSSI,5,"8",1437027.100000000093132,5450649.169999999925494
VIA A. COSTA,240,,1436063.129999999655411,5449190.959999999962747
VIA MONTE ARGENTARIO,21,,1424562.919999999925494,5445852.690000000409782
VIA G. FEDELI,11,,1435845.060000000055879,5452482.500000000000000
VIA LAGO DI RESIA,17,,1427779.489999999990687,5444002.860000000335276
VIA G. FINALI,60,,1432369.719999999972060,5447533.330000000074506
VIALE MICHELANGELO,5,,1438052.189999999944121,5451665.940000000409782
VIALE MONFALCONE,58,,1437189.760000000009313,5452783.729999999515712
VIA U. PACI,1,,1437693.409999999916181,5449814.720000000670552
VIA BORGO S. MARIA,63,,1424919.820000000065193,5445861.440000000409782
VIALE ROVERETO,29,,1437260.230000000214204,5452757.589999999850988
VIA L. NEGRELLI,23,,1438559.469999999972060,5449722.330000000074506
VIA A. FAGGI,61,,1436678.239999999757856,5450426.740000000223517
VIA L. BISSOLATI,2,,1436384.889999999897555,5450120.299999999813735
VIA MILITE IGNOTO,64,,1438483.679999999934807,5450490.150000000372529
VIALE FIUME,49,,1437136.139999999897555,5452347.660000000149012
VIA SEVERINI,22,,1436803.810000000055879,5451579.169999999925494
VIA G. ANDREOLI,15,,1432881.370000000111759,5447570.219999999739230
VIA E. CREMONINI,11,,1435866.830000000074506,5450206.230000000447035
VIALE C. BATTISTI,71,,1438037.530000000027940,5451730.429999999701977
VIA BORGO S. MARIA,71,,1424872.330000000074506,5445843.589999999850988
VIALE G. POSTUMO,36,,1438170.650000000139698,5451178.980000000447035
VIA VENTURINI,39,,1437025.270000000018626,5451295.580000000074506
VIA M. PATERNI,30,,1436781.070000000065193,5452497.459999999962747
VIA PER SORIA,15,,1436048.899999999906868,5451933.959999999031425
STRADA DI RONDELLO,1,,1435032.199999999953434,5443543.219999999739230
VIA VINCENZO ROSSI,74,,1436966.919999999925494,5450450.660000000149012
VIA LAZIO,15,,1433674.620000000111759,5450419.059999999590218
VIA MICHELINI TOCCI,6,,1438306.360000000102445,5450853.879999999888241
STRADA MONTEBALLANTE,13,"1",1433710.830000000307336,5446195.540000000037253
VIA G. BLUM,74,,1436075.590000000083819,5452292.070000000298023
VIA DEL PETTIROSSO,14,A,1440764.389999999897555,5447455.429999999701977
VIA L. NEGRELLI,151,,1438819.210000000195578,5449122.599999999627471
STRADA ADRIATICA,109,,1435153.270000000018626,5451596.919999999925494
VIA PISA,18,,1436725.290000000037253,5453018.339999999850988
VIA VINCENZO ROSSI,80,,1436947.769999999785796,5450430.129999999888241
VIA P. TETTAMANZI,24,,1433224.929999999934807,5447613.490000000223517
VIA L. SANFELICE,11,,1437354.540000000037253,5450277.959999999962747
VIA GIOVANELLI,3,,1437279.080000000074506,5451180.959999999962747
VIALE C. BATTISTI,126,,1437627.090000000083819,5452182.379999999888241
STRADA LECCIA,2,,1437660.890000000130385,5444354.879999999888241
VIA MODENA,14,,1434438.129999999888241,5451360.490000000223517
STRADA FORNACE MANCINI,23,,1431738.030000000027940,5452578.320000000298023
VIA R. GENNARI,34,,1435870.140000000130385,5452040.200000000186265
VIA MONTE TITANO,17,,1425273.770000000018626,5446364.269999999552965
VIALE XXIV MAGGIO,91,,1437020.760000000009313,5450831.729999999515712
VIA DEL CARSO,17,,1435674.129999999888241,5451372.419999999925494
VIA DELLE ROSE,5,,1424489.449999999953434,5457471.629999999888241
STRADA ADRIATICA,37,"1",1435724.050000000046566,5451598.750000000000000
VIA M. PIERLEONI,28,,1428846.649999999906868,5448408.209999999962747
VIA SARNANO,11,,1434912.839999999850988,5450599.990000000223517
VIA A. COSTA,43,,1436397.349999999860302,5450208.769999999552965
VIA MILITE IGNOTO,5,,1438274.250000000000000,5450804.410000000149012
STRADA CASE BRUCIATE,35,,1428384.580000000074506,5449460.980000000447035
STRADA DI SAN BARTOLO,40,,1434768.320000000065193,5452506.349999999627471
STRADA FORNACE MANCINI,79,,1431455.939999999944121,5452514.750000000000000
VIA A. GATTONI,3,,1435973.500000000000000,5452330.419999999925494
VIALE E. CIALDINI,24,,1437801.770000000018626,5451193.269999999552965
VIA F. XANTO AVELLI,7,,1437074.209999999962747,5448839.339999999850988
VIA DEL GOVERNATORE,43,,1436603.659999999916181,5451495.200000000186265
PIAZZA F. REDI,10,,1438417.859999999869615,5449860.849999999627471
VIA G. M. SERRATI,36,,1436394.709999999962747,5449022.900000000372529
STRADA PONTE VALLE,61,,1435476.370000000111759,5446417.879999999888241
VIA DELLA CAPINERA,41,,1440490.179999999934807,5447856.309999999590218
VIA F.LLI CERVI,53,,1432956.739999999990687,5447868.280000000260770
VIA E. CREMONINI,33,,1435739.750000000000000,5450106.370000000111759
VIA G. BLUM,38,"1",1436114.629999999888241,5452130.230000000447035
VIA A. FRATTI,127,,1437372.929999999934807,5449333.450000000186265
VIA F. CILEA,31,,1435459.719999999972060,5450240.269999999552965
VIA S. TALEVI,6,"4",1436212.600000000093132,5449188.299999999813735
VIA CATTABRIGHE,10,,1431987.270000000018626,5452570.759999999776483
VIA TOSCANA,70,,1433521.110000000102445,5450947.839999999850988
VIA P. GAI,2,B,1436903.840000000083819,5450620.570000000298023
STRADA DEI PLATANI,37,,1431593.330000000074506,5450512.160000000149012
VIA R. SERRA,120,,1433491.580000000074506,5447835.040000000037253
VIA G. FINALI,41,,1432532.199999999720603,5447561.650000000372529
VIA S.MARIA FABBRECCE,89,,1433227.899999999906868,5451646.530000000260770
STRADA DI STROPPATO,8,,1426778.110000000102445,5447111.549999999813735
VIA F. MARTINI,8,,1436772.399999999906868,5449674.729999999515712
STRADA DI SANTANDREA,23,,1439771.489999999990687,5443612.809999999590218
VIA DELLUSIGNOLO,43,,1440498.060000000055879,5447357.000000000000000
STRADA TREBBIO SCONFITTA,16,,1434010.780000000260770,5443723.870000000111759
VIA PADRE M. KOLBE,97,,1438861.550000000046566,5450940.419999999925494
VIA M. PIERLEONI,42,,1428787.419999999925494,5448429.459999999962747
STRADA S.MARIA ARZILLA,2,"6",1435335.649999999906868,5440623.959999999962747
VIA A. CICOGNANI,18,,1435882.899999999906868,5450148.250000000000000
VIA FLAMINIA,95,,1438171.310000000055879,5450136.819999999366701
VIA L. BOCCHERINI,34,,1435476.929999999934807,5450084.000000000000000
VIA DELLA CONCORDIA,97,,1432397.770000000018626,5447365.519999999552965
VIA F. MOROSINI,26,,1436666.929999999934807,5452233.939999999478459
VIA T. GEMINIANI,19,,1437425.729999999748543,5449430.589999998919666
VIA T. GEMINIANI,8,,1437414.350000000093132,5449480.570000000298023
VIA G. JONNI,17,,1432323.860000000102445,5447725.589999999850988
STRADA DI MONTEFELTRO,139,,1425407.239999999990687,5446100.980000000447035
STRADA DEI PLATANI,69,"11",1431948.620000000111759,5450542.209999999962747
VIALE D. BRAMANTE,50,,1437029.709999999962747,5451006.519999999552965
STRADA TREBBIO SCONFITTA,19,"2",1433623.939999999944121,5443571.290000000968575
VIA DEI LAVORATORI,5,,1434893.330000000074506,5449089.959999999962747
VIA M. MONDINI,15,,1433269.340000000083819,5451560.120000000111759
VIA F. TUMIATI,30,,1438215.889999999897555,5449630.839999999850988
VIA F. PARRI,11,,1432695.010000000009313,5447255.150000000372529
VIA MILANO,43,,1435443.520000000018626,5451350.530000000260770
VIA FABRIANO,2,,1434995.810000000055879,5450964.139999999664724
VIA DEI MANDORLI,17,,1428420.669999999925494,5449370.299999999813735
VIA M. GOZZE,7,,1436038.179999999934807,5452524.349999999627471
VIA MONTENERO,3,,1433590.239999999757856,5451598.150000001303852
VIALE E. CIALDINI,48,,1437868.139999999897555,5451123.879999999888241
VIA F. MARTINI,3,,1436867.350000000093132,5449622.429999999701977
VIA SABOTINO,27,,1434209.209999999962747,5451548.419999999925494
VIA G. M. SERRATI,35,,1436425.830000000074506,5449043.240000000223517
VIA L. ACCIO,45,"4",1435910.709999999962747,5451811.719999999739230
VIA BRIGATA G.A.P.,43,,1431715.610000000102445,5447078.080000000074506
STRADA PONTE MOROTTO,17,,1434264.899999999906868,5445316.509999999776483
STRADA ADRIATICA,33,"5",1435747.379999999888241,5451606.610000000335276
VIA G. MAZZINI,31,"1",1436908.649999999906868,5451652.660000000149012
VIA J. F. KENNEDY,82,,1438831.959999999962747,5450118.559999999590218
VIA G. SCHIAPARELLI,8,,1438782.179999999934807,5449638.599999999627471
VIA SANTA VENERANDA,7,,1436160.419999999925494,5447270.009999999776483
VIA E. MORINI,23,,1436457.729999999748543,5449321.219999999739230
PIAZZA DEL POPOLO,19,,1437500.909999999916181,5451463.160000000149012
VIA AREZZO,14,,1434659.679999999934807,5451081.690000000409782
VIA G. BORSI,10,,1433342.229999999981374,5447765.769999999552965
VIA A. ROSMINI,10,,1436242.429999999934807,5449721.709999999962747
VIA L. ACCIO,45,"11",1435891.020000000018626,5451765.900000000372529
STRADA FORNACE MANCINI,140,"7",1431085.560000000055879,5452792.679999999701977
VIA COL DI LANA,18,,1433857.100000000325963,5451526.160000000149012
VIA CAVOUR,41,,1436907.949999999953434,5452021.589999999850988
VIA FLAMINIA,311,,1438717.590000000083819,5448793.950000000186265
STRADA DI MONTEGRANARO,85,"1",1439442.219999999972060,5449630.530000000260770
VIA F. CAPRA,14,,1436465.510000000009313,5448298.740000000223517
VIA G. LEVATO,14,,1432575.619999999878928,5447196.640000000596046
VIA DEI GIRASOLI,86,,1441652.550000000046566,5446146.469999999739230
VIA BUCCARI,30,,1435325.729999999981374,5451476.350000000558794
VIALE F.LLI ROSSELLI,4,,1438418.489999999990687,5451276.589999999850988
VIA L. BALDELLI,17,,1438604.909999999916181,5449177.009999999776483
VIA L. NEGRELLI,29,,1438563.889999999897555,5449710.490000000223517
VIA DEL MATTATOIO,2,,1436902.399999999906868,5452013.599999999627471
VIA S. MERCADANTE,1,,1434410.040000000037253,5449416.030000000260770
VIA OLONA,9,,1432243.570000000298023,5452118.290000000037253
VIA L. NEGRELLI,175,,1438899.620000000111759,5448974.030000000260770
VIA DEI CARPINI,8,,1430673.530000000260770,5450069.200000000186265
VIA L. VALERIO,7,,1432668.030000000027940,5447414.660000000149012
VIA V. MONTI,21,,1437227.750000000000000,5450822.790000000037253
VIA P. TRINELLI,23,,1437566.770000000018626,5449906.429999999701977
VIALE BELGRADO,5,,1436169.870000000111759,5453269.110000000335276
STRADA DI FONTESECCO,96,,1430821.469999999972060,5445760.919999999925494
VIA G. ZANCHI,1,,1436115.699999999953434,5448031.240000000223517
STRADA ROMAGNA,122,"6",1424660.060000000055879,5457369.209999999962747
VIA D. PERUZZINI,20,,1437290.169999999925494,5449269.320000000298023
VIA G. BOCCACCIO,30,,1438230.179999999934807,5448777.410000001080334
VIA BUCCARI,60,,1435330.439999999944121,5451332.250000000000000
VIA A. SCIALOIA,58,,1436521.840000000083819,5448864.150000000372529
STRADA GHETTO TREBBIANTICO,40,"1",1441286.520000000018626,5446334.660000000149012
VIA DELLA RINASCITA,4,,1425123.070000000065193,5445966.139999999664724
VIA SAN MARTINO,86,,1434703.259999999776483,5448955.540000000037253
STRADA VALLE TRESOLE,16,"4",1435994.519999999785796,5445194.219999999739230
VIA DEL GOVERNATORE,2,,1436690.919999999925494,5451334.520000000484288
VIA VITTORIO VENETO,19,,1435147.169999999925494,5451697.639999999664724
VIA SANTA VENERANDA,43,,1436081.280000000027940,5447145.190000000409782
VIA E. TORRICELLI,13,,1438217.050000000046566,5450193.849999998696148
VIA LOMBARDIA,15,,1433954.360000000102445,5450009.580000000074506
CORSO UNDICI SETTEMBRE,28,,1437398.750000000000000,5451620.580000000074506
VIALE A. ZANELLA,16,,1438364.649999999906868,5451493.519999999552965
VIA LAGO MAGGIORE,79,,1429381.570000000065193,5444901.879999999888241
VIA M. MINGHETTI,49,,1436378.719999999972060,5449262.070000000298023
VIA DELLO STELVIO,10,,1434145.709999999962747,5451598.589999999850988
VIA BRIGATA G.A.P.,4,,1431878.360000000102445,5447359.129999999888241
VIALE DELLA VITTORIA,3,,1438430.169999999925494,5451188.570000000298023
VIALE C. BATTISTI,96,"2",1437820.620000000111759,5451997.419999999925494
VIA B. CROCE,4,,1436772.679999999934807,5449259.179999999701977
VIA C. TREVES,13,,1436364.230000000214204,5449857.839999999850988
STRADA PANORAMICA ADRIATICA,35,,1436189.439999999944121,5452554.620000000111759
VIA CASTELLO ABITATO,57,,1423541.459999999962747,5447402.440000000409782
VIA LAGO MAGGIORE,285,"1",1427917.310000000055879,5443976.950000000186265
VIA MONTE ROSA,31,"10",1425724.989999999990687,5446612.639999999664724
VIA DEGLI ABETI,23,"1",1431753.149999999906868,5450511.190000000409782
STRADA ROMAGNA,355,,1423889.989999999990687,5457509.230000000447035
VIALE FIUME,22,,1436976.209999999962747,5452104.169999999925494
VIA F. TUMIATI,81,,1438336.520000000018626,5449384.129999999888241
VIA MILANO,4,,1435551.459999999962747,5451575.480000000447035
STRADA ADRIATICA,101,,1435207.429999999934807,5451585.879999999888241
VIA DELLE RONDINI,22,,1440754.389999999664724,5447703.309999999590218
VIA G. ROMITA,43,,1433113.389999999897555,5447763.919999999925494
VIALE C. BATTISTI,267,,1436807.219999999972060,5452917.940000000409782
STRADA DEI PLATANI,69,"1",1431908.550000000046566,5450539.969999999739230
VIA DELLARCO,31,,1436899.070000000065193,5451229.469999999739230
VIA DELLA VETRERIA,44,,1437351.639999999897555,5452045.769999998621643
VIA FLAMINIA,205,,1438457.870000000111759,5449355.769999999552965
VIALE G. MAMELI,16,,1436832.449999999953434,5452066.759999999776483
